date,ticker,open,high,low,close
01/01/2023 22:00,USDJPY,12,99,99,55
01/01/2023 23:00,USDJPY,12,99,99,55
02/01/2023 00:00,USDJPY,12,99,99,55
02/01/2023 01:00,USDJPY,12,99,99,55
02/01/2023 02:00,USDJPY,12,99,99,55
02/01/2023 03:00,USDJPY,12,99,99,55
02/01/2023 04:00,USDJPY,12,99,99,55
02/01/2023 05:00,USDJPY,12,99,99,55
02/01/2023 06:00,USDJPY,12,99,99,55
02/01/2023 07:00,USDJPY,12,99,99,55
02/01/2023 08:00,USDJPY,12,99,99,55
02/01/2023 09:00,USDJPY,12,99,99,55
02/01/2023 10:00,USDJPY,12,99,99,55
02/01/2023 11:00,USDJPY,12,99,99,55
02/01/2023 12:00,USDJPY,12,99,99,55
02/01/2023 13:00,USDJPY,12,99,99,55
02/01/2023 14:00,USDJPY,12,99,99,55
02/01/2023 15:00,USDJPY,12,99,99,55
